Institution Name,City,State,ZIP Code,Cluster,In-State Tuition,Out-of-State Tuition,Total Cost ($),% Receiving Pell Grants,% Receiving Federal Loans,Graduation Rate (4-Year),3-Year Default Rate,Latitude,Longitude
The College of Westchester,White Plains,NY,10606,"High-Risk, High-Aid Institutions",24705.0,24705.0,30087.0,0.6667,0.5483,0.3205,0.0,41.02065,-73.77588
Yeshiva University,New York,NY,10033,"Elite, Low-Aid Institutions",49900.0,49900.0,69117.0,0.1406,0.1762,0.8367,0.0,40.84744,-73.93549
Appalachian State University,Boone,NC,28608,"Middle-Tier, Mixed-Aid Institutions",7541.0,24537.0,22654.0,0.257,0.3756,0.7311,0.0,,
Barton College,Wilson,NC,27893,"High-Risk, High-Aid Institutions",35600.0,35600.0,48055.0,0.369,0.6537,0.5152,0.0,35.69351,-77.90458
Belmont Abbey College,Belmont,NC,28012,"Middle-Tier, Mixed-Aid Institutions",19500.0,19500.0,32494.0,0.2542,0.4746,0.4637,0.0,35.21054,-81.04077
Bennett College,Greensboro,NC,27401,"High-Risk, High-Aid Institutions",19140.0,19140.0,39900.0,0.75,0.7202,0.2063,0.0,36.06995,-79.76724
Brevard College,Brevard,NC,28712,"High-Risk, High-Aid Institutions",31250.0,31250.0,45413.0,0.3769,0.7048,0.3902,0.0,35.17324,-82.76711
Cabarrus College of Health Sciences,Concord,NC,28025,"High-Risk, High-Aid Institutions",16070.0,16070.0,24764.0,0.2772,0.8714,0.4545,0.0,35.38095,-80.52719
Campbell University,Buies Creek,NC,27506,"Elite, Low-Aid Institutions",40410.0,40410.0,58752.0,0.3332,0.3902,0.5586,0.0,35.40875,-78.73896
Catawba College,Salisbury,NC,28144,"High-Risk, High-Aid Institutions",33400.0,33400.0,47866.0,0.3942,0.5983,0.5211,0.0,35.70645,-80.46341
Chowan University,Murfreesboro,NC,27855,"High-Risk, High-Aid Institutions",27110.0,27110.0,37837.0,0.6075,0.57,0.2852,0.0,36.42171,-77.08432
Davidson College,Davidson,NC,28035,"Elite, Low-Aid Institutions",60300.0,60300.0,75865.0,0.1655,0.1111,0.9189,0.0,,
Duke University,Durham,NC,27708,"Elite, Low-Aid Institutions",65805.0,65805.0,82749.0,0.1274,0.1631,0.9583,0.0,36.00009,-78.94305
East Carolina University,Greenville,NC,27858,"Middle-Tier, Mixed-Aid Institutions",7361.0,23638.0,23689.0,0.3134,0.4042,0.6214,0.0,35.53229,-77.29709
Elizabeth City State University,Elizabeth City,NC,27909,"High-Risk, High-Aid Institutions",3412.0,7412.0,18837.0,0.5253,0.5332,0.4809,0.0,36.29548,-76.28394
Elon University,Elon,NC,27244,"Elite, Low-Aid Institutions",44536.0,44536.0,59369.0,0.0915,0.2449,0.8296,0.0,36.21402,-79.48747
Fayetteville State University,Fayetteville,NC,28301,"High-Risk, High-Aid Institutions",3969.0,7969.0,16098.0,0.5259,0.4589,0.352,0.0,35.07442,-78.88376
Gardner-Webb University,Boiling Springs,NC,28017,"Elite, Low-Aid Institutions",33450.0,33450.0,48813.0,0.2682,0.5491,0.6168,0.0,35.24708,-81.67059
Greensboro College,Greensboro,NC,27401,"High-Risk, High-Aid Institutions",20400.0,20400.0,34729.0,0.4507,0.6685,0.4081,0.0,36.06995,-79.76724
Guilford College,Greensboro,NC,27410,"High-Risk, High-Aid Institutions",41140.0,41140.0,55495.0,0.4358,0.5412,0.4766,0.0,36.11826,-79.89223
Heritage Bible College,Dunn,NC,28334,"High-Risk, High-Aid Institutions",8688.0,8688.0,18027.0,0.7692,0.9615,0.4,0.0,35.2681,-78.57051
High Point University,High Point,NC,27268,"Elite, Low-Aid Institutions",44208.0,44208.0,61582.0,0.105,0.3604,0.7,0.0,35.97139,-79.99471
Johnson C Smith University,Charlotte,NC,28216,"High-Risk, High-Aid Institutions",20480.0,20480.0,34228.0,0.6778,0.7348,0.3414,0.0,35.31039,-80.8883
Lees-McRae College,Banner Elk,NC,28604,"High-Risk, High-Aid Institutions",31140.0,31140.0,45886.0,0.3743,0.8655,0.4423,0.0,36.17701,-81.84745
Lenoir-Rhyne University,Hickory,NC,28601,"High-Risk, High-Aid Institutions",30900.0,30900.0,57649.0,0.3976,0.5572,0.5105,0.0,35.7729,-81.32704
Livingstone College,Salisbury,NC,28144,"High-Risk, High-Aid Institutions",18296.0,18296.0,28227.0,0.8393,0.8369,0.2712,0.0,35.70645,-80.46341
Mars Hill University,Mars Hill,NC,28754,"High-Risk, High-Aid Institutions",37270.0,37270.0,48794.0,0.4225,0.6318,0.4193,0.0,35.87696,-82.51441
Meredith College,Raleigh,NC,27607,"Elite, Low-Aid Institutions",43936.0,43936.0,55557.0,0.3276,0.5485,0.6497,0.0,35.82145,-78.72697
Methodist University,Fayetteville,NC,28311,"High-Risk, High-Aid Institutions",39664.0,39664.0,53585.0,0.3867,0.5801,0.4015,0.0,35.17033,-78.88223
Montreat College,Montreat,NC,28757,"High-Risk, High-Aid Institutions",33860.0,33860.0,45829.0,0.4037,0.6744,0.4057,0.0,35.64781,-82.30006
University of Mount Olive,Mount Olive,NC,28365,"High-Risk, High-Aid Institutions",25950.0,25950.0,35362.0,0.4695,0.667,0.4746,0.0,35.17807,-78.05827
North Carolina A & T State University,Greensboro,NC,27411,"High-Risk, High-Aid Institutions",6748.0,20408.0,19180.0,0.5066,0.5726,0.5527,0.0,36.07665,-79.77157
University of North Carolina Asheville,Asheville,NC,28804,"Middle-Tier, Mixed-Aid Institutions",7461.0,24809.0,21061.0,0.3133,0.3902,0.5495,0.0,35.64814,-82.5612
University of North Carolina at Chapel Hill,Chapel Hill,NC,27599,"Elite, Low-Aid Institutions",8989.0,39330.0,25181.0,0.2026,0.183,0.9207,0.0,35.90394,-79.05234
University of North Carolina at Charlotte,Charlotte,NC,28223,"Middle-Tier, Mixed-Aid Institutions",7214.0,21876.0,22034.0,0.3378,0.4112,0.6771,0.0,35.30824,-80.73282
University of North Carolina at Greensboro,Greensboro,NC,27402,"Middle-Tier, Mixed-Aid Institutions",7593.0,23339.0,19628.0,0.471,0.4459,0.579,0.0,,
North Carolina Central University,Durham,NC,27707,"High-Risk, High-Aid Institutions",6542.0,19578.0,25618.0,0.5664,0.6338,0.4597,0.0,35.95463,-78.95451
University of North Carolina School of the Arts,Winston Salem,NC,27127,"Elite, Low-Aid Institutions",9477.0,27211.0,25553.0,0.2478,0.4663,0.7919,0.0,36.02028,-80.27847
North Carolina State University at Raleigh,Raleigh,NC,27695,"Elite, Low-Aid Institutions",8895.0,31767.0,25613.0,0.191,0.3399,0.8464,0.0,35.78558,-78.679
North Carolina Wesleyan University,Rocky Mount,NC,27804,"High-Risk, High-Aid Institutions",35536.0,35536.0,48263.0,0.4692,0.6301,0.4043,0.0,35.98958,-77.84778
University of North Carolina Wilmington,Wilmington,NC,28403,"Middle-Tier, Mixed-Aid Institutions",7317.0,22985.0,25913.0,0.2381,0.361,0.7073,0.0,34.22177,-77.87902
William Peace University,Raleigh,NC,27604,"High-Risk, High-Aid Institutions",33150.0,33150.0,49103.0,0.345,0.6227,0.4433,0.0,35.82011,-78.56369
University of North Carolina at Pembroke,Pembroke,NC,28372,"Middle-Tier, Mixed-Aid Institutions",3571.0,7571.0,16854.0,0.4763,0.4258,0.4452,0.0,34.69991,-79.1786
Pfeiffer University,Misenheimer,NC,28109,"High-Risk, High-Aid Institutions",33930.0,33930.0,46700.0,0.5564,0.7745,0.426,0.0,35.48609,-80.28628
Queens University of Charlotte,Charlotte,NC,28274,"Elite, Low-Aid Institutions",43285.0,43285.0,56944.0,0.2172,0.445,0.6588,0.0,35.18909,-80.83384
Mid-Atlantic Christian University,Elizabeth City,NC,27909,"High-Risk, High-Aid Institutions",17280.0,17280.0,31429.0,0.4662,0.5639,0.4259,0.0,36.29548,-76.28394
Saint Augustine's University,Raleigh,NC,27610,"High-Risk, High-Aid Institutions",16896.0,16896.0,30324.0,0.5244,0.6304,0.3323,0.0,35.7435,-78.54644
Salem College,Winston-Salem,NC,27101,"High-Risk, High-Aid Institutions",32236.0,32236.0,47947.0,0.4876,0.4959,0.5625,0.0,36.11204,-80.19889
Shaw University,Raleigh,NC,27601,"High-Risk, High-Aid Institutions",17176.0,17176.0,29659.0,0.6515,0.5844,0.2025,0.0,35.7737,-78.63453
St. Andrews University,Laurinburg,NC,28352,"High-Risk, High-Aid Institutions",30800.0,30800.0,49709.0,0.4769,0.6897,0.2713,0.0,34.76762,-79.45321
Wake Forest University,Winston-Salem,NC,27106,"Elite, Low-Aid Institutions",64758.0,64758.0,82818.0,0.0949,0.1458,0.9087,0.0,36.14255,-80.3228
Warren Wilson College,Swannanoa,NC,28778,"High-Risk, High-Aid Institutions",40290.0,40290.0,53576.0,0.3707,0.5643,0.4315,0.0,35.61667,-82.40768
Wingate University,Wingate,NC,28174,"High-Risk, High-Aid Institutions",40196.0,40196.0,57780.0,0.4143,0.5394,0.4678,0.0,34.96959,-80.4382
Carolina Christian College,Winston Salem,NC,27105,"High-Risk, High-Aid Institutions",9420.0,9420.0,18252.0,1.0,0.8723,0.0,0.0,36.16294,-80.23521
Winston-Salem State University,Winston-Salem,NC,27110,"High-Risk, High-Aid Institutions",6735.0,17391.0,22345.0,0.6149,0.6231,0.4855,0.0,36.08919,-80.225
Western Carolina University,Cullowhee,NC,28723,"Middle-Tier, Mixed-Aid Institutions",4532.0,8532.0,19057.0,0.3285,0.4364,0.5908,0.0,35.27776,-83.12195
Rasmussen University-North Dakota,Fargo,ND,58103,"High-Risk, High-Aid Institutions",12715.0,12715.0,24675.0,0.4614,0.7764,0.5789,0.0,46.85639,-96.82234
Bismarck State College,Bismarck,ND,58506,"Middle-Tier, Mixed-Aid Institutions",5195.0,7279.0,15274.0,0.1403,0.245,0.4803,0.0,,
Dickinson State University,Dickinson,ND,58601,"Middle-Tier, Mixed-Aid Institutions",9118.0,11218.0,20155.0,0.2176,0.3933,0.4339,0.0,46.90964,-102.82766
University of Jamestown,Jamestown,ND,58405,"High-Risk, High-Aid Institutions",24820.0,24820.0,36960.0,0.2607,0.635,0.4402,0.0,46.91454,-98.69673
University of Mary,Bismarck,ND,58504,"Elite, Low-Aid Institutions",21468.0,21468.0,32879.0,0.178,0.4545,0.6819,0.0,46.7273,-100.6808
Mayville State University,Mayville,ND,58257,"Middle-Tier, Mixed-Aid Institutions",7935.0,9564.0,21042.0,0.2442,0.3937,0.4032,0.0,47.49033,-97.28505
Minot State University,Minot,ND,58707,"Middle-Tier, Mixed-Aid Institutions",8634.0,8634.0,18141.0,0.2411,0.3715,0.4776,0.0,48.24767,-101.30127
University of North Dakota,Grand Forks,ND,58202,"Middle-Tier, Mixed-Aid Institutions",10951.0,15570.0,24580.0,0.1648,0.4247,0.6333,0.0,47.92224,-97.07435
North Dakota State University-Main Campus,Fargo,ND,58108,"Middle-Tier, Mixed-Aid Institutions",10857.0,15511.0,23391.0,0.1872,0.5279,0.6372,0.0,,
Trinity Bible College and Graduate School,Ellendale,ND,58436,"High-Risk, High-Aid Institutions",18762.0,18762.0,29953.0,0.5,0.7464,0.3878,0.0,46.08203,-98.58773
Turtle Mountain Community College,Belcourt,ND,58316,"Middle-Tier, Mixed-Aid Institutions",2626.0,2626.0,14760.0,0.5826,0.0,0.5447,0.0,48.83532,-99.78207
United Tribes Technical College,Bismarck,ND,58504,"Middle-Tier, Mixed-Aid Institutions",4252.0,4252.0,12498.0,0.751,0.0,0.3377,0.052,46.7273,-100.6808
Valley City State University,Valley City,ND,58072,"Middle-Tier, Mixed-Aid Institutions",8514.0,13478.0,20713.0,0.1729,0.3366,0.4813,0.0,46.92731,-98.00791
Herzing University-Akron,Akron,OH,44306,"High-Risk, High-Aid Institutions",13420.0,13420.0,26588.0,0.7832,0.8645,0.2121,0.0,41.03927,-81.48316
University of Akron Main Campus,Akron,OH,44325,"Middle-Tier, Mixed-Aid Institutions",12799.0,17239.0,24555.0,0.2886,0.3503,0.4818,0.0,41.07605,-81.51221
Allegheny Wesleyan College,Salem,OH,44460,"Middle-Tier, Mixed-Aid Institutions",6800.0,6800.0,13885.0,0.4535,0.4535,0.4,0.0,40.90221,-80.87026
Art Academy of Cincinnati,Cincinnati,OH,45202,"High-Risk, High-Aid Institutions",40250.0,40250.0,48176.0,0.4803,0.7204,0.4444,0.0,39.10885,-84.50243
Ashland University,Ashland,OH,44805,"Elite, Low-Aid Institutions",28910.0,28910.0,40519.0,0.276,0.4616,0.6059,0.0,40.87335,-82.32096
Aultman College of Nursing and Health Sciences,Canton,OH,44710,"High-Risk, High-Aid Institutions",19854.0,19854.0,27792.0,0.372,0.62,0.5185,0.0,40.78962,-81.42659
Baldwin Wallace University,Berea,OH,44017,"Elite, Low-Aid Institutions",37938.0,37938.0,54200.0,0.285,0.7923,0.6861,0.0,41.36867,-81.86303
Bluffton University,Bluffton,OH,45817,"High-Risk, High-Aid Institutions",36298.0,36298.0,50579.0,0.3735,0.756,0.4952,0.0,40.87691,-83.88279
Bowling Green State University-Firelands,Huron,OH,44839,"Middle-Tier, Mixed-Aid Institutions",6206.0,13895.0,21387.0,0.2618,0.3209,0.1016,0.0,41.3725,-82.55656
Bowling Green State University-Main Campus,Bowling Green,OH,43403,"Elite, Low-Aid Institutions",14081.0,22070.0,29238.0,0.227,0.4875,0.6277,0.0,41.37784,-83.63653
Bryant & Stratton College-Parma,Parma,OH,44130,"High-Risk, High-Aid Institutions",19542.0,19542.0,23695.0,0.6827,0.8508,0.2069,0.0,41.378,-81.7868
Capital University,Columbus,OH,43209,"Elite, Low-Aid Institutions",41788.0,41788.0,54086.0,0.3101,0.7219,0.6554,0.0,39.95462,-82.92992
Case Western Reserve University,Cleveland,OH,44106,"Elite, Low-Aid Institutions",64671.0,64671.0,81533.0,0.1708,0.4884,0.8695,0.0,41.5062,-81.60679
Cedarville University,Cedarville,OH,45314,"Elite, Low-Aid Institutions",36078.0,36078.0,46994.0,0.154,0.3733,0.7431,0.0,39.74608,-83.77363
Central Ohio Technical College,Newark,OH,43055,"Middle-Tier, Mixed-Aid Institutions",5136.0,7896.0,14344.0,0.26,0.1914,0.2423,0.0,40.1168,-82.37672
Central State University,Wilberforce,OH,45384,"Middle-Tier, Mixed-Aid Institutions",7824.0,9824.0,22435.0,0.4218,0.2878,0.2557,0.0,39.71444,-83.88638
The Christ College of Nursing and Health Sciences,Cincinnati,OH,45219,"High-Risk, High-Aid Institutions",16394.0,16394.0,28126.0,0.343,0.5878,0.6,0.0,39.12668,-84.51201
University of Cincinnati-Main Campus,Cincinnati,OH,45221,"Elite, Low-Aid Institutions",13570.0,30582.0,28783.0,0.1761,0.3884,0.7155,0.0,,
Cincinnati State Technical and Community College,Cincinnati,OH,45223,"Middle-Tier, Mixed-Aid Institutions",5400.0,9801.0,13830.0,0.3007,0.2483,0.2043,0.0,39.1696,-84.55354
University of Cincinnati-Clermont College,Batavia,OH,45103,"Middle-Tier, Mixed-Aid Institutions",6554.0,13786.0,14280.0,0.1126,0.1413,0.246,0.0,39.0946,-84.14006
University of Cincinnati-Blue Ash College,Blue Ash,OH,45236,"Middle-Tier, Mixed-Aid Institutions",6992.0,15790.0,13881.0,0.2219,0.2383,0.1514,0.0,39.20949,-84.39701
Ohio Christian University,Circleville,OH,43113,"Middle-Tier, Mixed-Aid Institutions",23700.0,23700.0,33472.0,0.3384,0.4461,0.3571,0.0,39.59114,-82.96192
Clark State College,Springfield,OH,45501,"Middle-Tier, Mixed-Aid Institutions",4200.0,7809.0,13395.0,0.3608,0.3332,0.2465,0.0,39.92634,-83.80745
Cleveland Institute of Art,Cleveland,OH,44106,"Elite, Low-Aid Institutions",47880.0,47880.0,62966.0,0.3784,0.8099,0.6753,0.0,41.5062,-81.60679
Cleveland Institute of Music,Cleveland,OH,44106,"Elite, Low-Aid Institutions",42500.0,42500.0,58843.0,0.1457,0.3668,0.6852,0.0,41.5062,-81.60679
Cleveland State University,Cleveland,OH,44115,"Middle-Tier, Mixed-Aid Institutions",12613.0,17973.0,26310.0,0.3901,0.469,0.4891,0.0,41.49211,-81.66999
Columbus College of Art & Design,Columbus,OH,43215,"High-Risk, High-Aid Institutions",39650.0,39650.0,52581.0,0.3975,0.6862,0.6133,0.0,39.96633,-83.01262
Davis College,Toledo,OH,43604,"Middle-Tier, Mixed-Aid Institutions",14130.0,14130.0,28901.0,0.6091,0.6091,0.0833,0.0,41.65217,-83.53977
Davis College,Toledo,OH,43604,"High-Risk, High-Aid Institutions",14130.0,14130.0,28901.0,0.6091,0.6091,0.0833,0.0,41.65217,-83.53977
University of Dayton,Dayton,OH,45469,"Elite, Low-Aid Institutions",47600.0,47600.0,64310.0,0.1552,0.4232,0.8152,0.0,39.74033,-84.17911
Defiance College,Defiance,OH,43512,"High-Risk, High-Aid Institutions",38778.0,38778.0,49447.0,0.4795,0.7766,0.3667,0.0,41.30309,-84.35874
Denison University,Granville,OH,43023,"Elite, Low-Aid Institutions",64000.0,64000.0,76900.0,0.128,0.5244,0.8006,0.0,40.07603,-82.53061
The University of Findlay,Findlay,OH,45840,"Elite, Low-Aid Institutions",39646.0,39646.0,52096.0,0.1386,0.3318,0.6263,0.0,41.02626,-83.64943
Franklin University,Columbus,OH,43215,"Middle-Tier, Mixed-Aid Institutions",9577.0,9577.0,29433.0,0.3343,0.393,0.3025,0.0,39.96633,-83.01262
Gods Bible School and College,Cincinnati,OH,45202,"Middle-Tier, Mixed-Aid Institutions",7696.0,7696.0,16574.0,0.2339,0.0597,0.5,0.01,39.10885,-84.50243
Good Samaritan College of Nursing and Health Science,Cincinnati,OH,45220,"High-Risk, High-Aid Institutions",15470.0,15470.0,26345.0,0.4324,0.6824,0.75,0.0,39.14736,-84.52101
Heidelberg University,Tiffin,OH,44883,"High-Risk, High-Aid Institutions",33628.0,33628.0,46640.0,0.2851,0.8189,0.4984,0.0,41.12395,-83.17459
Hiram College,Hiram,OH,44234,"Elite, Low-Aid Institutions",26265.0,26265.0,38952.0,0.3194,0.5459,0.5914,0.0,41.33454,-81.15822
John Carroll University,University Heights,OH,44118,"Elite, Low-Aid Institutions",49100.0,49100.0,62943.0,0.1978,0.5685,0.7649,0.0,41.5016,-81.55653
Kent State University at Ashtabula,Ashtabula,OH,44004,"Middle-Tier, Mixed-Aid Institutions",7272.0,16744.0,15897.0,0.3444,0.3882,0.2584,0.0,41.85255,-80.78738
Kent State University at East Liverpool,East Liverpool,OH,43920,"Middle-Tier, Mixed-Aid Institutions",7272.0,16744.0,15070.0,0.2378,0.3287,0.098,0.0,40.67608,-80.57965
Kent State University at Stark,North Canton,OH,44720,"Middle-Tier, Mixed-Aid Institutions",7272.0,16744.0,15418.0,0.2903,0.362,0.3726,0.0,40.90112,-81.43259
Kent State University at Trumbull,Warren,OH,44483,"Middle-Tier, Mixed-Aid Institutions",7272.0,16744.0,16159.0,0.3654,0.4012,0.2677,0.0,41.26537,-80.81575
Kent State University at Tuscarawas,New Philadelphia,OH,44663,"Middle-Tier, Mixed-Aid Institutions",7272.0,16744.0,16391.0,0.3077,0.3769,0.371,0.0,40.46066,-81.44961
Kent State University at Salem,Salem,OH,44460,"Middle-Tier, Mixed-Aid Institutions",7272.0,16744.0,15357.0,0.3109,0.3756,0.2819,0.0,40.90221,-80.87026
Kent State University at Kent,Kent,OH,44242,"Elite, Low-Aid Institutions",12846.0,22316.0,29345.0,0.2737,0.499,0.6545,0.0,,
Kent State University at Geauga,Burton,OH,44021,"Middle-Tier, Mixed-Aid Institutions",7272.0,16744.0,15225.0,0.2669,0.2937,0.2593,0.0,41.44141,-81.14579
Kenyon College,Gambier,OH,43022,"Elite, Low-Aid Institutions",69330.0,69330.0,83800.0,0.1008,0.2382,0.8675,0.0,40.33765,-82.34135
Kettering College,Kettering,OH,45429,"Middle-Tier, Mixed-Aid Institutions",15672.0,15672.0,26365.0,0.2419,0.462,0.65,0.0,39.68411,-84.16248
Lake Erie College,Painesville,OH,44077,"High-Risk, High-Aid Institutions",36032.0,36032.0,48278.0,0.29,0.5759,0.4194,0.0,41.69933,-81.21142
James A. Rhodes State College,Lima,OH,45804,"Middle-Tier, Mixed-Aid Institutions",4657.0,9217.0,13569.0,0.1486,0.1486,0.3291,0.0,40.71569,-84.06911
Lorain County Community College,Elyria,OH,44035,"Middle-Tier, Mixed-Aid Institutions",4135.0,8730.0,9915.0,0.2691,0.0771,0.3272,0.0,41.36539,-82.13025
Lourdes University,Sylvania,OH,43560,"High-Risk, High-Aid Institutions",28930.0,28930.0,42796.0,0.2728,0.5984,0.381,0.0,41.70067,-83.73799
Malone University,Canton,OH,44709,"High-Risk, High-Aid Institutions",36120.0,36120.0,48017.0,0.3052,0.623,0.5134,0.001,40.84218,-81.38634
Marietta College,Marietta,OH,45750,"Elite, Low-Aid Institutions",38974.0,38974.0,52360.0,0.2714,0.6114,0.5809,0.0,39.4301,-81.42947
Marion Technical College,Marion,OH,43302,"Middle-Tier, Mixed-Aid Institutions",6475.0,11065.0,11796.0,0.1984,0.0838,0.2233,0.0,40.59995,-83.12967
Mercy College of Ohio,Toledo,OH,43604,"High-Risk, High-Aid Institutions",18950.0,18950.0,26491.0,0.3643,0.6893,0.4464,0.0,41.65217,-83.53977
Miami University-Hamilton,Hamilton,OH,45011,"Middle-Tier, Mixed-Aid Institutions",7278.0,18847.0,16692.0,0.3025,0.3492,0.2159,0.0,39.42892,-84.50173
Miami University-Middletown,Middletown,OH,45042,"Middle-Tier, Mixed-Aid Institutions",7278.0,18847.0,16559.0,0.2325,0.2766,0.2454,0.0,39.54867,-84.43755
Miami University-Oxford,Oxford,OH,45056,"Elite, Low-Aid Institutions",17809.0,40025.0,37218.0,0.1129,0.3269,0.8184,0.0,39.49029,-84.74115
Mount Carmel College of Nursing,Columbus,OH,43222,"High-Risk, High-Aid Institutions",13890.0,13890.0,19807.0,0.3041,0.6258,0.7089,0.0,39.961,-83.03581
University of Mount Union,Alliance,OH,44601,"Elite, Low-Aid Institutions",35400.0,35400.0,46890.0,0.2871,0.8001,0.6487,0.0,40.91978,-81.1278
Mount Vernon Nazarene University,Mount Vernon,OH,43050,"Elite, Low-Aid Institutions",35524.0,35524.0,48975.0,0.2893,0.5657,0.6364,0.0,40.37188,-82.49536
Mount St. Joseph University,Cincinnati,OH,45233,"Elite, Low-Aid Institutions",36650.0,36650.0,43932.0,0.2734,0.5447,0.5471,0.0,39.1191,-84.66559
Zane State College,Zanesville,OH,43701,"Middle-Tier, Mixed-Aid Institutions",5856.0,11466.0,12790.0,0.1837,0.1228,0.5297,0.0,39.95986,-81.99498
Muskingum University,New Concord,OH,43762,"High-Risk, High-Aid Institutions",31440.0,31440.0,44615.0,0.4111,0.8309,0.5273,0.0,40.03156,-81.74007
North Central State College,Mansfield,OH,44906,"Middle-Tier, Mixed-Aid Institutions",4624.0,9102.0,9278.0,0.2394,0.1525,0.3418,0.0,40.76413,-82.57778
University of Northwestern Ohio,Lima,OH,45805,"High-Risk, High-Aid Institutions",12930.0,12930.0,24568.0,0.3207,0.6056,0.5415,0.0,40.72979,-84.16242
Oberlin College,Oberlin,OH,44074,"Elite, Low-Aid Institutions",64646.0,64646.0,84230.0,0.0884,0.3292,0.7948,0.0,41.28858,-82.23643
Ohio Dominican University,Columbus,OH,43219,"High-Risk, High-Aid Institutions",34370.0,34370.0,45660.0,0.3901,0.6135,0.479,0.0,40.00774,-82.92233
Ohio Northern University,Ada,OH,45810,"Elite, Low-Aid Institutions",37800.0,37800.0,52484.0,0.1896,0.5535,0.7418,0.0,40.77721,-83.81097
Ohio State University-Lima Campus,Lima,OH,45804,"Middle-Tier, Mixed-Aid Institutions",9212.0,34718.0,18404.0,0.3117,0.3557,0.181,0.0,40.71569,-84.06911
Ohio State University-Mansfield Campus,Mansfield,OH,44906,"Middle-Tier, Mixed-Aid Institutions",9212.0,34718.0,22206.0,0.3132,0.3809,0.1406,0.0,40.76413,-82.57778
Ohio State University-Marion Campus,Marion,OH,43302,"Middle-Tier, Mixed-Aid Institutions",9212.0,34718.0,18369.0,0.2578,0.3089,0.2566,0.0,40.59995,-83.12967
Ohio State University-Newark Campus,Newark,OH,43055,"Middle-Tier, Mixed-Aid Institutions",9212.0,34718.0,20875.0,0.3411,0.3588,0.3088,0.0,40.1168,-82.37672
